Type,Start,End,Duration,Total Energy (kcal),Active Energy (kcal),Max Heart Rate (bpm),Avg Heart Rate (bpm),Distance (mi),Avg Speed(mi/hr)),Step Count (count),Step Cadence (spm),Swimming Stroke Count (count),Swim Stoke Cadence (spm),Flights Climbed (count),Elevation Ascended (ft),Elevation Descended (ft)
Yoga,2020-10-21 08:31:00,2020-10-21 08:52,00:20:20,122.58,80.82,106,83.94,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0
Cycling,2020-10-20 19:08:00,2020-10-20 19:16,00:08:03,86.08,73.6,172,158.48,1.91,14.2,1109,0,0.0,0.0,0.0,21.26,0
Running,2020-10-20 18:41:00,2020-10-20 18:47,00:06:07,88.3,86.0,184,173.14,0.868,8.5,941,0,0.0,0.0,0.0,0.0,0
Rowing,2020-10-20 17:55:00,2020-10-20 18:05,00:10:03,110.14,102.01,148,131.49,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0
Cycling,2020-10-20 08:32:00,2020-10-20 08:41,00:08:45,64.21,58.84,165,147.21,1.81,12.41,1096,0,0.0,0.0,0.0,42.88,0
Cycling,2020-10-19 18:28:00,2020-10-19 18:39,00:11:09,75.4,66.02,161,145.02,1.92,10.31,316,0,0.0,0.0,0.0,28.87,0
Rowing,2020-10-19 17:18:00,2020-10-19 17:33,00:15:03,170.99,134.5,154,141.61,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0
Cycling,2020-10-19 12:03:00,2020-10-19 12:34,00:30:49,380.57,323.28,177,152.58,0.0,0.0,22,0,0.0,0.0,0.0,0.0,0
Cycling,2020-10-19 12:03:00,2020-10-19 12:33,00:30:00,339.61,295.0,177,152.32,8.61,17.22,22,0,0.0,0.0,0.0,0.0,0
Cycling,2020-10-19 08:21:00,2020-10-19 08:30,00:08:53,64.4,58.29,158,138.19,1.81,12.2,457,0,0.0,0.0,0.0,27.49,0
Functional Strength Training,2020-10-17 11:32:00,2020-10-17 11:42,00:10:00,77.11,51.0,123,122.5,0.0,0.0,85,0,0.0,0.0,0.0,0.0,0
Functional Strength Training,2020-10-17 10:55:00,2020-10-17 11:26,00:31:00,195.66,152.0,122,122.0,0.0,0.0,777,0,0.0,0.0,0.0,0.0,0
Cycling,2020-10-15 19:21:00,2020-10-15 19:34,00:13:24,111.87,80.61,188,157.77,2.05,9.2,281,0,0.0,0.0,0.0,156.96,0
Rowing,2020-10-15 18:30:00,2020-10-15 18:41,00:10:07,115.97,87.46,176,156.81,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0
High Intensity Interval Training,2020-10-14 17:57:00,2020-10-14 18:12,00:14:27,174.71,142.48,178,144.93,0.0,0.0,527,0,0.0,0.0,0.0,0.0,0
Rowing,2020-10-13 18:37:00,2020-10-13 18:42,00:05:06,69.04,47.78,147,125.52,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0
Cycling,2020-10-13 07:39:00,2020-10-13 07:48,00:08:46,62.22,56.27,174,152.14,1.82,12.42,1014,0,0.0,0.0,0.0,38.09,0
Cycling,2020-10-12 19:04:00,2020-10-12 19:12,00:08:01,90.52,65.47,173,162.75,1.78,13.3,0,0,0.0,0.0,0.0,26.67,0
Rowing,2020-10-12 07:43:00,2020-10-12 07:54,00:10:07,90.0,81.8,150,138.47,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0
Cycling,2020-10-12 07:18:00,2020-10-12 07:27,00:08:25,77.42,64.69,173,159.74,1.65,11.77,342,0,0.0,0.0,0.0,46.16,0
Functional Strength Training,2020-10-11 14:30:00,2020-10-11 14:50,00:20:00,122.31,101.0,126,114.25,0.0,0.0,68,0,0.0,0.0,0.0,0.0,0
Functional Strength Training,2020-10-11 13:50:00,2020-10-11 14:20,00:30:00,210.83,152.0,123,107.33,0.0,0.0,273,0,0.0,0.0,0.0,0.0,0
Functional Strength Training,2020-10-10 17:29:00,2020-10-10 18:14,00:45:00,285.77,228.0,114,95.0,0.0,0.0,726,0,0.0,0.0,0.0,0.0,0
Cycling,2020-10-08 08:16:00,2020-10-08 08:25,00:08:51,67.02,61.17,166,142.79,1.81,12.24,618,0,0.0,0.0,0.0,34.97,0
Cycling,2020-10-07 18:29:00,2020-10-07 18:37,00:08:20,95.36,68.97,166,143.08,1.8,12.95,207,0,0.0,0.0,0.0,25.62,0
Running,2020-10-06 18:22:00,2020-10-06 18:29,00:06:59,103.14,100.0,0,0.0,0.85,7.3,1084,0,0.0,0.0,0.0,0.0,0
Running,2020-10-06 18:22:00,2020-10-06 18:31,00:08:29,109.09,103.38,193,172.9,1.0,7.11,1145,0,0.0,0.0,0.0,0.0,0
Running,2020-10-06 18:19:00,2020-10-06 18:21,00:01:18,13.99,11.88,145,144.0,0.058,2.67,68,0,0.0,0.0,0.0,0.0,0
Running,2020-10-06 18:19:00,2020-10-06 18:20,00:01:39,11.3,9.0,143,143.0,0.08,2.91,107,0,0.0,0.0,0.0,0.0,0
Rowing,2020-10-06 17:45:00,2020-10-06 17:52,00:07:09,65.76,62.04,159,143.01,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0
Cycling,2020-10-06 08:38:00,2020-10-06 08:53,00:14:26,102.36,73.18,177,150.53,2.09,8.68,878,0,0.0,0.0,0.0,40.35,0
Cycling,2020-10-05 08:26:00,2020-10-05 08:38,00:12:00,60.85,52.49,161,132.26,1.84,9.2,720,0,0.0,0.0,0.0,31.14,0
High Intensity Interval Training,2020-09-30 17:39:00,2020-09-30 18:10,00:30:20,372.41,315.02,176,142.9,0.0,0.0,277,0,0.0,0.0,0.0,0.0,0
Functional Strength Training,2020-09-30 17:39:00,2020-09-30 18:09,00:30:30,196.8,152.0,176,142.9,0.0,0.0,277,0,0.0,0.0,0.0,0.0,0
Functional Strength Training,2020-09-27 10:27:00,2020-09-27 10:47,00:20:29,137.46,101.0,121,106.2,0.0,0.0,464,0,0.0,0.0,0.0,0.0,0
Yoga,2020-09-27 10:02:00,2020-09-27 10:22,00:20:00,92.5,72.0,105,89.36,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0
Preparation and Recovery,2020-09-27 09:47:00,2020-09-27 09:57,00:10:00,25.0,25.0,73,68.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0
Walking,2020-09-26 11:58:00,2020-09-26 12:08,00:10:05,54.31,39.68,109,102.46,0.55,3.27,1326,0,0.0,0.0,0.0,0.0,0
Rowing,2020-09-25 16:44:00,2020-09-25 16:48,00:03:47,49.88,23.02,141,124.45,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0
Cycling,2020-09-25 08:00:00,2020-09-25 08:15,00:14:28,109.65,76.8,157,138.64,2.75,11.41,1070,0,0.0,0.0,0.0,0.0,0
Cycling,2020-09-24 18:12:00,2020-09-24 18:32,00:19:39,104.13,59.18,161,124.13,3.01,9.19,251,0,0.0,0.0,0.0,27.82,0
Cycling,2020-09-23 18:55:00,2020-09-23 19:12,00:16:09,116.49,100.1,156,124.59,2.06,7.66,958,0,0.0,0.0,0.0,54.07,0
Cycling,2020-09-23 08:31:00,2020-09-23 08:42,00:10:31,100.36,72.26,172,142.58,2.12,12.07,191,0,0.0,0.0,0.0,40.42,0
Cycling,2020-09-22 18:45:00,2020-09-22 19:04,00:18:36,95.88,77.16,153,129.32,2.95,9.54,177,0,0.0,0.0,0.0,35.27,0
Functional Strength Training,2020-09-22 18:28:00,2020-09-22 18:38,00:10:00,51.0,51.0,116,105.05,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0
Rowing,2020-09-22 18:19:00,2020-09-22 18:26,00:07:04,70.01,47.66,180,156.66,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0
Cycling,2020-09-22 08:12:00,2020-09-22 08:26,00:14:10,81.61,68.56,159,140.4,2.73,11.54,48,0,0.0,0.0,0.0,0.0,0
Yoga,2020-09-22 07:26:00,2020-09-22 07:46,00:20:00,115.18,74.0,90,79.25,0.0,0.0,19,0,0.0,0.0,0.0,0.0,0
Running,2020-09-21 18:54:00,2020-09-21 19:04,00:09:24,132.0,108.86,185,134.68,0.974,6.21,866,0,0.0,0.0,0.0,0.0,0
Running,2020-09-21 18:52:00,2020-09-21 19:02,00:10:00,138.16,124.0,185,137.84,1.04,6.24,820,0,0.0,0.0,0.0,0.0,0
Rowing,2020-09-21 17:43:00,2020-09-21 17:50,00:07:03,69.84,46.07,177,134.31,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0
Cycling,2020-09-18 16:50:00,2020-09-18 17:08,00:18:08,95.91,62.62,157,140.2,2.8,9.27,870,0,0.0,0.0,0.0,27.2,0
Rowing,2020-09-18 15:24:00,2020-09-18 15:29,00:05:04,31.9,31.06,160,147.67,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0
Cycling,2020-09-17 19:04:00,2020-09-17 19:20,00:16:03,90.56,61.38,152,126.63,2.84,10.61,1121,0,0.0,0.0,0.0,13.39,0
Cycling,2020-09-16 19:31:00,2020-09-16 19:36,00:05:30,64.17,43.0,184,164.28,1.25,13.64,265,0,0.0,0.0,0.0,0.0,0
Cycling,2020-09-16 17:54:00,2020-09-16 18:11,00:16:38,120.58,104.06,173,151.03,3.12,11.78,24,0,0.0,0.0,0.0,40.42,0
Rowing,2020-09-16 16:15:00,2020-09-16 16:22,00:07:04,48.07,44.42,170,139.87,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0
Cycling,2020-09-16 08:15:00,2020-09-16 08:32,00:17:52,98.42,62.35,138,117.87,2.77,9.31,803,0,0.0,0.0,0.0,7.64,0
Cycling,2020-09-15 11:48:00,2020-09-15 12:08,00:20:00,209.1,186.0,172,150.14,5.57,16.71,0,0,0.0,0.0,0.0,0.0,0
Cycling,2020-09-15 11:48:00,2020-09-15 12:10,00:22:33,272.4,228.97,172,137.3,0.0,0.0,11,0,0.0,0.0,0.0,0.0,0
Cycling,2020-09-15 08:11:00,2020-09-15 08:24,00:13:12,88.6,60.31,157,127.69,2.04,9.29,688,0,0.0,0.0,0.0,32.68,0
Cycling,2020-09-14 19:16:00,2020-09-14 19:34,00:17:55,108.0,71.0,159,131.85,2.94,9.84,1230,0,0.0,0.0,0.0,28.41,0
Functional Strength Training,2020-09-13 14:37:00,2020-09-13 14:55,00:17:59,120.66,79.0,150,125.21,0.0,0.0,119,0,0.0,0.0,0.0,0.0,0
Walking,2020-09-12 13:27:00,2020-09-12 17:18,03:50:28,440.52,131.68,163,100.14,1.44,3.16,3926,0,0.0,0.0,4.0,30.61,0
Walking,2020-09-11 19:02:00,2020-09-11 19:38,00:35:50,185.0,133.99,103,94.41,1.55,2.59,2772,0,0.0,0.0,0.0,8.66,0
Walking,2020-09-11 18:27:00,2020-09-11 18:55,00:28:05,158.46,123.93,111,100.37,1.41,3.01,1801,0,0.0,0.0,1.0,180.71,0
Cycling,2020-09-11 17:56:00,2020-09-11 18:17,00:20:56,88.18,56.12,172,136.3,3.0,8.59,620,0,0.0,0.0,0.0,20.73,0
Rowing,2020-09-11 17:00:00,2020-09-11 17:05,00:05:08,53.87,33.61,158,136.89,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0
Cycling,2020-09-11 08:28:00,2020-09-11 08:47,00:18:24,108.21,71.76,163,137.91,3.05,9.94,935,0,0.0,0.0,0.0,0.0,0
Walking,2020-09-11 07:32:00,2020-09-11 07:42,00:10:35,97.02,50.42,105,96.87,0.666,3.78,1034,0,0.0,0.0,0.0,0.0,0
Walking,2020-09-10 15:55:00,2020-09-10 16:29,00:34:20,185.15,138.41,119,96.01,1.76,3.08,3300,0,0.0,0.0,1.0,180.05,0
Cycling,2020-09-09 17:22:00,2020-09-09 17:48,00:25:51,105.7,60.65,158,134.25,3.11,7.23,768,0,0.0,0.0,0.0,31.73,0
Rowing,2020-09-09 16:22:00,2020-09-09 16:27,00:04:54,64.34,35.87,147,132.34,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0
Yoga,2020-09-09 06:41:00,2020-09-09 06:51,00:10:00,50.66,38.0,82,72.5,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0
Cycling,2020-09-08 13:21:00,2020-09-08 13:50,00:29:15,352.06,296.84,173,144.03,0.0,0.0,509,0,0.0,0.0,0.0,0.0,0
Cycling,2020-09-08 13:19:00,2020-09-08 13:49,00:30:00,258.02,214.0,173,144.01,6.26,12.52,487,0,0.0,0.0,0.0,0.0,0
Yoga,2020-09-07 08:56:00,2020-09-07 09:16,00:20:00,100.41,75.0,92,88.67,0.0,0.0,156,0,0.0,0.0,0.0,0.0,0
Functional Strength Training,2020-09-06 12:04:00,2020-09-06 12:14,00:10:00,51.0,51.0,114,114.0,0.0,0.0,205,0,0.0,0.0,0.0,0.0,0
Preparation and Recovery,2020-09-06 11:52:00,2020-09-06 12:02,00:10:00,45.9,25.0,107,103.5,0.0,0.0,18,0,0.0,0.0,0.0,0.0,0
Running,2020-09-06 11:30:00,2020-09-06 11:44,00:14:18,242.26,207.31,187,172.89,2.02,8.47,2229,0,0.0,0.0,5.0,111.09,0
Yoga,2020-09-06 09:42:00,2020-09-06 09:51,00:08:29,32.0,32.0,75,75.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0
Walking,2020-09-05 09:58:00,2020-09-05 10:32,00:34:27,197.43,148.76,119,98.51,1.85,3.23,2510,0,0.0,0.0,2.0,18.83,0
Yoga,2020-09-05 09:14:00,2020-09-05 09:25,00:11:00,57.65,40.0,87,87.0,0.0,0.0,70,0,0.0,0.0,0.0,0.0,0
Functional Strength Training,2020-09-04 11:35:00,2020-09-04 11:55,00:20:00,131.49,101.0,148,104.74,0.0,0.0,271,0,0.0,0.0,0.0,0.0,0
Walking,2020-09-01 08:05:00,2020-09-01 08:48,00:42:51,317.43,254.66,147,102.35,3.0,4.2,3596,0,0.0,0.0,0.0,6.56,0
Functional Strength Training,2020-08-31 14:55:00,2020-08-31 15:15,00:20:00,118.48,101.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0
Functional Strength Training,2020-08-31 14:31:00,2020-08-31 14:51,00:20:00,138.63,101.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0
Yoga,2020-08-31 08:38:00,2020-08-31 09:08,00:30:00,156.4,111.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0
Functional Strength Training,2020-08-28 17:28:00,2020-08-28 17:48,00:20:00,127.0,101.0,124,108.5,0.0,0.0,460,0,0.0,0.0,0.0,0.0,0
Walking,2020-08-28 08:28:00,2020-08-28 08:44,00:16:43,136.99,61.22,102,93.24,0.846,3.04,629,0,0.0,0.0,1.0,36.32,0
Walking,2020-08-28 07:11:00,2020-08-28 07:28,00:17:06,93.16,68.04,101,95.65,0.876,3.08,662,0,0.0,0.0,0.0,37.04,0
Walking,2020-08-28 05:41:00,2020-08-28 06:25,00:44:18,287.73,225.61,173,101.85,2.74,3.71,4168,0,0.0,0.0,0.0,40.62,0
Cycling,2020-08-27 15:35:00,2020-08-27 15:55,00:19:12,279.05,238.38,180,160.47,0.0,0.0,145,0,0.0,0.0,0.0,0.0,0
Cycling,2020-08-27 15:34:00,2020-08-27 15:54,00:20:00,260.21,231.0,180,161.37,6.01,18.03,0,0,0.0,0.0,0.0,0.0,0
Walking,2020-08-27 10:50:00,2020-08-27 11:14,00:23:27,143.98,97.38,103,88.65,1.37,3.51,2260,0,0.0,0.0,0.0,179.63,0
Walking,2020-08-27 07:49:00,2020-08-27 08:17,00:28:07,204.03,106.42,106,88.74,1.39,2.96,1822,0,0.0,0.0,0.0,39.24,0
Walking,2020-08-26 17:22:00,2020-08-26 17:49,00:27:01,171.47,117.79,107,90.96,1.51,3.35,2681,0,0.0,0.0,3.0,17.32,0
Rowing,2020-08-21 07:55:00,2020-08-21 07:56,00:01:19,25.22,6.41,133,119.57,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0
Functional Strength Training,2020-08-20 19:03:00,2020-08-20 19:19,00:15:30,96.06,74.0,118,102.17,0.0,0.0,104,0,0.0,0.0,0.0,0.0,0
Walking,2020-08-20 08:01:00,2020-08-20 08:40,00:38:38,258.39,206.87,105,90.57,2.19,3.39,2768,0,0.0,0.0,0.0,0.0,0
Walking,2020-08-19 14:06:00,2020-08-19 14:35,00:29:18,222.73,166.8,103,89.74,1.81,3.71,2515,0,0.0,0.0,2.0,31.99,0
Walking,2020-08-19 07:45:00,2020-08-19 08:12,00:26:45,141.58,109.01,98,85.25,1.51,3.38,2406,0,0.0,0.0,0.0,6.66,0
Functional Strength Training,2020-08-18 18:38:00,2020-08-18 18:48,00:10:00,52.78,51.0,97,97.0,0.0,0.0,238,0,0.0,0.0,0.0,0.0,0
Walking,2020-08-18 08:03:00,2020-08-18 08:27,00:23:32,124.64,78.79,120,82.68,0.957,2.44,941,0,0.0,0.0,4.0,50.26,0
Walking,2020-08-17 17:37:00,2020-08-17 18:12,00:34:52,204.29,140.72,103,91.26,1.81,3.12,2810,0,0.0,0.0,0.0,6.56,0
Functional Strength Training,2020-08-17 16:39:00,2020-08-17 16:59,00:20:00,123.74,101.0,156,122.92,0.0,0.0,72,0,0.0,0.0,0.0,0.0,0
High Intensity Interval Training,2020-08-17 16:39:00,2020-08-17 17:02,00:23:20,240.14,194.36,156,120.5,0.0,0.0,226,0,0.0,0.0,0.0,0.0,0
Running,2020-08-17 08:18:00,2020-08-17 08:24,00:06:18,76.04,61.1,181,163.85,0.687,8.21,769,0,0.0,0.0,0.0,0.0,0
Walking,2020-08-17 07:51:00,2020-08-17 08:08,00:16:52,101.55,83.59,102,89.64,0.974,3.46,1030,0,0.0,0.0,0.0,0.0,0
Walking,2020-08-16 12:23:00,2020-08-16 13:24,01:01:21,341.55,252.42,114,99.88,3.06,3.0,5605,0,0.0,0.0,2.0,201.18,0
Walking,2020-08-16 11:43:00,2020-08-16 12:02,00:19:02,113.79,82.77,114,97.7,1.06,3.35,1848,0,0.0,0.0,1.0,6.73,0
Walking,2020-08-15 17:03:00,2020-08-15 17:30,00:26:49,160.68,121.67,122,96.13,1.3,2.91,2255,0,0.0,0.0,0.0,149.9,0
Functional Strength Training,2020-08-15 11:54:00,2020-08-15 11:59,00:04:30,29.28,25.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0
Functional Strength Training,2020-08-15 11:21:00,2020-08-15 11:51,00:30:00,190.12,152.0,139,110.32,0.0,0.0,269,0,0.0,0.0,0.0,0.0,0
High Intensity Interval Training,2020-08-15 11:20:00,2020-08-15 12:04,00:43:21,367.14,292.14,141,98.99,0.0,0.0,331,0,0.0,0.0,0.0,0.0,0
Walking,2020-08-15 10:00:00,2020-08-15 10:44,00:44:51,275.93,200.09,103,87.41,2.29,3.06,4029,0,0.0,0.0,0.0,47.24,0
Yoga,2020-08-14 17:30:00,2020-08-14 17:46,00:16:29,80.02,62.0,100,84.81,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0
Yoga,2020-08-14 17:29:00,2020-08-14 17:53,00:23:36,148.68,103.02,107,78.45,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0
Walking,2020-08-14 08:12:00,2020-08-14 08:42,00:29:47,134.4,110.93,100,86.12,1.32,2.65,2401,0,0.0,0.0,0.0,41.7,0
Walking,2020-08-13 18:07:00,2020-08-13 18:33,00:25:39,143.88,105.6,112,98.26,1.38,3.24,2376,0,0.0,0.0,0.0,0.0,0
Functional Strength Training,2020-08-13 16:08:00,2020-08-13 16:38,00:30:00,209.63,151.0,167,141.65,0.0,0.0,194,0,0.0,0.0,0.0,0.0,0
High Intensity Interval Training,2020-08-13 16:08:00,2020-08-13 16:37,00:29:55,367.12,308.5,167,135.07,0.0,0.0,194,0,0.0,0.0,0.0,0.0,0
Walking,2020-08-12 19:06:00,2020-08-12 20:04,00:57:32,324.43,242.18,102,90.53,2.92,3.04,4804,0,0.0,0.0,0.0,0.0,0
Walking,2020-08-12 08:13:00,2020-08-12 08:44,00:31:21,150.33,109.11,130,92.55,1.42,2.72,1798,0,0.0,0.0,3.0,39.73,0
Walking,2020-08-11 19:15:00,2020-08-11 19:44,00:29:04,143.55,103.78,106,91.07,1.41,2.91,2551,0,0.0,0.0,0.0,178.44,0
Walking,2020-08-11 13:32:00,2020-08-11 14:00,00:27:16,189.98,137.07,137,102.59,1.56,3.44,2562,0,0.0,0.0,3.57,58.56,0
Preparation and Recovery,2020-08-11 11:07:00,2020-08-11 11:17,00:10:00,41.52,25.0,105,89.0,0.0,0.0,32,0,0.0,0.0,0.0,0.0,0
Functional Strength Training,2020-08-11 10:33:00,2020-08-11 11:03,00:30:00,193.24,152.0,89,83.8,0.0,0.0,332,0,0.0,0.0,0.0,0.0,0
Preparation and Recovery,2020-08-11 10:20:00,2020-08-11 10:30,00:10:00,71.09,51.0,94,87.0,0.0,0.0,61,0,0.0,0.0,0.0,0.0,0
Walking,2020-08-11 08:18:00,2020-08-11 08:46,00:27:30,141.77,105.57,129,96.51,1.35,2.95,2357,0,0.0,0.0,3.0,37.3,0
Functional Strength Training,2020-08-10 10:17:00,2020-08-10 10:47,00:30:00,175.65,150.0,150,123.5,0.0,0.0,614,0,0.0,0.0,0.0,0.0,0
Walking,2020-08-10 08:07:00,2020-08-10 08:27,00:19:58,91.11,65.39,113,92.86,0.943,2.83,1082,0,0.0,0.0,0.0,39.07,0
Cross Training,2020-08-09 12:37:00,2020-08-09 12:37,00:00:03,4.0,4.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0
Cycling,2020-08-08 20:42:00,2020-08-08 20:56,00:14:27,79.36,53.18,177,159.91,2.45,10.2,57,0,0.0,0.0,0.0,16.54,0
Walking,2020-08-07 18:07:00,2020-08-07 18:33,00:26:51,130.55,101.54,128,116.6,1.35,3.01,2184,0,0.0,0.0,0.0,11.71,0
Walking,2020-08-07 12:10:00,2020-08-07 12:29,00:19:02,129.69,101.28,114,103.29,1.18,3.72,1367,0,0.0,0.0,0.0,0.0,0
Walking,2020-08-06 18:18:00,2020-08-06 18:47,00:29:43,158.31,114.44,110,97.41,1.38,2.79,2416,0,0.0,0.0,0.0,0.0,0
Walking,2020-08-06 14:36:00,2020-08-06 15:21,00:45:10,218.88,153.14,115,91.99,1.86,2.46,3325,0,0.0,0.0,2.0,45.51,0
Walking,2020-08-06 07:56:00,2020-08-06 08:23,00:26:16,121.14,103.18,121,90.57,1.38,3.15,2644,0,0.0,0.0,3.0,39.53,0
Walking,2020-08-05 19:48:00,2020-08-05 20:14,00:25:35,121.2,84.66,90,80.61,1.15,2.71,1380,0,0.0,0.0,0.0,180.64,0
Walking,2020-08-05 08:15:00,2020-08-05 08:44,00:29:27,137.15,113.4,120,87.92,1.34,2.73,2139,0,0.0,0.0,3.0,40.32,0
Walking,2020-08-04 18:07:00,2020-08-04 18:39,00:32:08,168.34,126.51,114,100.98,1.38,2.58,2386,0,0.0,0.0,0.0,184.06,0
Walking,2020-08-04 08:06:00,2020-08-04 08:37,00:30:35,154.85,110.21,121,85.26,1.3,2.54,2148,0,0.0,0.0,3.0,37.2,0
Rowing,2020-08-03 18:14:00,2020-08-03 18:19,00:05:19,55.18,33.27,150,136.67,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0
Walking,2020-08-03 17:32:00,2020-08-03 18:01,00:28:21,120.53,99.34,120,101.46,1.15,2.44,1798,0,0.0,0.0,1.0,181.76,0
Walking,2020-07-31 09:55:00,2020-07-31 10:45,00:50:13,262.76,206.91,116,90.21,2.56,3.05,4070,0,0.0,0.0,0.0,64.86,0
Walking,2020-07-30 09:18:00,2020-07-30 09:43,00:24:31,135.37,99.85,106,96.9,1.35,3.32,1745,0,0.0,0.0,0.0,0.0,0
Walking,2020-07-29 19:51:00,2020-07-29 20:26,00:35:01,192.41,141.87,138,100.5,1.62,2.77,2898,0,0.0,0.0,3.0,42.19,0
Walking,2020-07-29 19:07:00,2020-07-29 19:43,00:36:33,196.09,142.61,115,100.91,1.71,2.8,3250,0,0.0,0.0,0.0,174.21,0
Walking,2020-07-29 17:41:00,2020-07-29 18:24,00:43:01,233.99,172.35,136,100.87,1.91,2.66,3413,0,0.0,0.0,3.0,37.93,0
Walking,2020-07-28 16:01:00,2020-07-28 16:25,00:23:45,160.3,116.58,103,90.24,1.34,3.39,2257,0,0.0,0.0,0.0,0.0,0
Walking,2020-07-28 08:08:00,2020-07-28 08:39,00:30:56,139.15,108.9,123,89.8,1.41,2.74,2594,0,0.0,0.0,3.0,40.62,0
Walking,2020-07-27 17:51:00,2020-07-27 18:47,00:56:28,362.84,274.49,128,97.36,3.26,3.47,5067,0,0.0,0.0,3.0,35.83,0
Walking,2020-07-26 17:57:00,2020-07-26 18:39,00:41:12,293.13,220.82,135,101.36,2.28,3.32,3292,0,0.0,0.0,6.0,61.45,0
Walking,2020-07-26 12:24:00,2020-07-26 12:50,00:25:22,218.34,129.97,134,101.56,1.47,3.48,1752,0,0.0,0.0,3.0,47.41,0
Walking,2020-07-25 20:23:00,2020-07-25 21:30,01:07:15,386.24,286.38,112,98.54,3.69,3.29,6292,0,0.0,0.0,0.0,0.0,0
Walking,2020-07-25 13:52:00,2020-07-25 14:23,00:31:27,172.14,127.61,124,99.36,1.47,2.81,2743,0,0.0,0.0,3.0,39.17,0
Walking,2020-07-24 21:57:00,2020-07-24 22:28,00:31:20,167.32,141.84,160,109.85,1.35,2.58,2121,0,0.0,0.0,3.0,41.5,0
Walking,2020-07-24 17:22:00,2020-07-24 17:58,00:35:55,200.73,155.53,109,97.42,1.75,2.92,2428,0,0.0,0.0,0.0,252.69,0
Walking,2020-07-24 08:04:00,2020-07-24 08:35,00:31:00,220.43,123.61,134,94.55,1.42,2.74,2477,0,0.0,0.0,3.0,42.29,0
Rowing,2020-07-23 18:48:00,2020-07-23 18:55,00:07:07,55.75,34.84,159,141.52,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0
Walking,2020-07-23 18:18:00,2020-07-23 18:39,00:20:24,138.02,114.83,113,93.39,1.28,3.76,1297,0,0.0,0.0,0.0,0.0,0
Walking,2020-07-23 13:07:00,2020-07-23 13:33,00:26:17,166.82,138.73,163,113.93,1.42,3.25,2364,0,0.0,0.0,3.0,40.45,0
Walking,2020-07-23 11:45:00,2020-07-23 12:21,00:36:01,286.6,220.29,176,101.6,2.53,4.22,3612,0,0.0,0.0,0.0,0.0,0
Walking,2020-07-22 08:06:00,2020-07-22 08:33,00:26:28,198.82,108.62,133,93.46,1.44,3.28,2553,0,0.0,0.0,3.0,38.62,0
Rowing,2020-07-21 18:16:00,2020-07-21 18:21,00:05:09,57.31,37.48,186,147.74,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0
Walking,2020-07-21 17:44:00,2020-07-21 18:07,00:22:56,134.83,121.66,102,90.76,1.39,3.64,1774,0,0.0,0.0,0.0,0.0,0
Walking,2020-07-21 08:01:00,2020-07-21 08:28,00:26:41,209.4,118.94,124,92.0,1.45,3.26,2561,0,0.0,0.0,3.0,36.48,0
Walking,2020-07-20 20:32:00,2020-07-20 20:59,00:27:25,151.06,112.41,106,96.79,1.38,3.01,1878,0,0.0,0.0,0.0,175.52,0
High Intensity Interval Training,2020-07-20 17:05:00,2020-07-20 17:51,00:45:49,469.53,393.73,151,120.25,0.0,0.0,379,0,0.0,0.0,0.0,0.0,0
Walking,2020-07-20 07:37:00,2020-07-20 08:01,00:23:50,190.26,104.03,123,92.96,1.33,3.34,2244,0,0.0,0.0,2.0,40.85,0
Walking,2020-07-19 13:49:00,2020-07-19 14:12,00:23:18,128.6,93.99,109,95.86,1.25,3.23,1688,0,0.0,0.0,0.0,186.55,0
Walking,2020-07-19 09:12:00,2020-07-19 09:34,00:21:51,137.27,96.21,121,84.5,1.21,3.31,1212,0,0.0,0.0,4.0,40.32,0
