Type,Start,End,Duration,Total Energy (kcal),Active Energy (kcal),Max Heart Rate (bpm),Avg Heart Rate (bpm),Distance (mi),Avg Speed(mi/hr)),Step Count (count),Step Cadence (spm),Swimming Stroke Count (count),Swim Stoke Cadence (spm),Flights Climbed (count),Elevation Ascended (ft),Elevation Descended (ft)
Yoga,2020-12-11 12:00:00,2020-12-11 12:30,00:30:00,145.82,108.0,122,96.74,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0
Yoga,2020-12-11 12:00:00,2020-12-11 12:30,00:30:50,193.42,136.11,122,92.83,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0
Functional Strength Training,2020-12-11 11:27:00,2020-12-11 11:42,00:15:00,109.66,76.0,111,99.76,0.0,0.0,196,0,0.0,0.0,0.0,0.0,0
Functional Strength Training,2020-12-11 11:27:00,2020-12-11 11:42,00:15:07,84.11,50.45,111,100.5,0.0,0.0,196,0,0.0,0.0,0.0,0.0,0
Functional Strength Training,2020-12-11 10:45:00,2020-12-11 11:00,00:15:00,112.29,76.0,177,161.99,0.0,0.0,520,0,0.0,0.0,0.0,0.0,0
High Intensity Interval Training,2020-12-11 10:45:00,2020-12-11 11:00,00:14:53,186.82,142.92,177,146.58,0.0,0.0,520,0,0.0,0.0,0.0,0.0,0
Walking,2020-12-10 17:27:00,2020-12-10 17:44,00:16:18,83.02,61.68,99,90.62,0.71,2.61,1556,0,0.0,0.0,0.0,0.0,0
Yoga,2020-12-10 08:34:00,2020-12-10 09:04,00:30:00,165.08,108.0,116,95.06,0.0,0.0,30,0,0.0,0.0,0.0,0.0,0
Yoga,2020-12-10 08:34:00,2020-12-10 09:04,00:30:03,203.12,138.42,116,93.83,0.0,0.0,59,0,0.0,0.0,0.0,0.0,0
Traditional Strength Training,2020-12-09 16:33:00,2020-12-09 17:03,00:29:28,315.74,258.81,165,137.12,0.0,0.0,563,0,0.0,0.0,0.0,0.0,0
Functional Strength Training,2020-12-09 10:09:00,2020-12-09 10:29,00:20:30,143.64,101.0,160,142.21,0.0,0.0,130,0,0.0,0.0,0.0,0.0,0
Traditional Strength Training,2020-12-09 10:08:00,2020-12-09 10:29,00:20:47,193.71,151.07,160,126.39,0.0,0.0,130,0,0.0,0.0,0.0,0.0,0
Yoga,2020-12-09 09:20:00,2020-12-09 09:30,00:10:00,43.13,35.0,0,0.0,0.0,0.0,27,0,0.0,0.0,0.0,0.0,0
Yoga,2020-12-09 09:20:00,2020-12-09 09:31,00:11:08,71.46,44.8,101,82.32,0.0,0.0,27,0,0.0,0.0,0.0,0.0,0
Yoga,2020-12-08 10:20:00,2020-12-08 10:50,00:30:00,142.21,104.0,133,96.79,0.0,0.0,28,0,0.0,0.0,0.0,0.0,0
Yoga,2020-12-08 10:20:00,2020-12-08 10:51,00:31:20,191.39,131.08,133,92.99,0.0,0.0,28,0,0.0,0.0,0.0,0.0,0
Functional Strength Training,2020-12-07 18:03:00,2020-12-07 18:23,00:20:02,142.75,101.0,146,117.11,0.0,0.0,104,0,0.0,0.0,0.0,0.0,0
Functional Strength Training,2020-12-07 18:03:00,2020-12-07 18:23,00:20:06,129.48,87.74,145,107.84,0.0,0.0,104,0,0.0,0.0,0.0,0.0,0
Functional Strength Training,2020-12-07 15:06:00,2020-12-07 15:36,00:30:30,208.54,152.0,173,145.55,0.0,0.0,434,0,0.0,0.0,0.0,0.0,0
High Intensity Interval Training,2020-12-07 15:05:00,2020-12-07 15:36,00:30:26,115.33,58.78,173,139.06,0.0,0.0,434,0,0.0,0.0,0.0,0.0,0
Functional Strength Training,2020-12-07 07:43:00,2020-12-07 07:50,00:06:17,70.53,48.71,161,141.03,0.0,0.0,124,0,0.0,0.0,0.0,0.0,0
Functional Strength Training,2020-12-06 11:01:00,2020-12-06 11:12,00:11:00,66.54,57.0,0,0.0,0.0,0.0,278,0,0.0,0.0,0.0,0.0,0
High Intensity Interval Training,2020-12-06 11:01:00,2020-12-06 11:12,00:11:27,100.24,90.12,150,123.55,0.0,0.0,342,0,0.0,0.0,0.0,0.0,0
Yoga,2020-12-06 10:38:00,2020-12-06 10:58,00:20:00,96.1,73.0,114,96.32,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0
Yoga,2020-12-06 10:37:00,2020-12-06 10:58,00:20:33,126.91,103.36,125,102.26,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0
Functional Strength Training,2020-12-06 10:27:00,2020-12-06 10:34,00:06:48,53.86,43.56,148,128.76,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0
Walking,2020-12-02 11:01:00,2020-12-02 13:03,02:01:41,706.51,502.75,123,88.18,4.82,2.38,10617,0,0.0,0.0,41.0,682.05,0
Functional Strength Training,2020-12-01 11:24:00,2020-12-01 11:39,00:14:34,145.05,114.14,171,148.51,0.0,0.0,311,0,0.0,0.0,0.0,0.0,0
Functional Strength Training,2020-12-01 11:07:00,2020-12-01 11:22,00:14:49,110.49,95.77,169,131.37,0.0,0.0,205,0,0.0,0.0,0.0,0.0,0
High Intensity Interval Training,2020-12-01 11:01:00,2020-12-01 11:06,00:05:01,61.58,53.9,169,159.02,0.0,0.0,772,0,0.0,0.0,0.0,0.0,0
Functional Strength Training,2020-11-30 11:55:00,2020-11-30 12:10,00:15:03,146.02,108.61,177,142.11,0.0,0.0,233,0,0.0,0.0,0.0,0.0,0
Yoga,2020-11-30 11:30:00,2020-11-30 11:53,00:22:49,87.83,74.0,104,94.16,0.0,0.0,11,0,0.0,0.0,0.0,0.0,0
Yoga,2020-11-30 11:16:00,2020-11-30 11:28,00:11:42,51.5,41.0,150,137.72,0.0,0.0,24,0,0.0,0.0,0.0,0.0,0
Yoga,2020-11-30 11:16:00,2020-11-30 11:28,00:12:06,76.14,65.52,150,113.31,0.0,0.0,24,0,0.0,0.0,0.0,0.0,0
Walking,2020-11-28 11:01:00,2020-11-28 12:04,01:02:52,348.41,232.74,113,86.34,2.86,2.73,5400,0,0.0,0.0,0.0,84.78,0
Running,2020-11-27 17:15:00,2020-11-27 17:17,00:02:05,53.37,29.16,171,150.75,0.299,8.61,321,0,0.0,0.0,1.0,26.51,0
Walking,2020-11-27 17:08:00,2020-11-27 17:14,00:06:38,36.12,33.5,122,100.85,0.384,3.48,583,0,0.0,0.0,0.0,13.55,0
Yoga,2020-11-27 15:45:00,2020-11-27 16:29,00:44:13,265.47,186.22,135,86.91,0.0,0.0,10,0,0.0,0.0,0.0,0.0,0
Yoga,2020-11-26 10:41:00,2020-11-26 11:01,00:20:04,156.14,119.28,141,108.1,0.0,0.0,97,0,0.0,0.0,0.0,0.0,0
Functional Strength Training,2020-11-26 10:09:00,2020-11-26 10:39,00:30:00,189.91,152.0,175,151.39,0.0,0.0,506,0,0.0,0.0,0.0,0.0,0
High Intensity Interval Training,2020-11-26 10:08:00,2020-11-26 10:38,00:29:29,327.51,290.58,175,146.67,0.0,0.0,554,0,0.0,0.0,0.0,0.0,0
Yoga,2020-11-26 09:34:00,2020-11-26 09:54,00:20:00,97.3,74.0,115,87.44,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0
Yoga,2020-11-26 09:34:00,2020-11-26 09:54,00:20:24,106.49,83.2,116,84.22,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0
Yoga,2020-11-25 11:31:00,2020-11-25 11:51,00:20:00,94.17,71.0,128,97.25,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0
Yoga,2020-11-25 11:30:00,2020-11-25 11:51,00:20:36,143.9,99.33,137,101.47,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0
Cycling,2020-11-24 19:00:00,2020-11-24 19:05,00:04:56,45.86,16.76,165,151.38,0.918,11.18,109,0,0.0,0.0,0.0,0.0,0
Yoga,2020-11-24 18:23:00,2020-11-24 18:29,00:05:08,58.53,31.25,171,150.04,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0
Functional Strength Training,2020-11-24 08:42:00,2020-11-24 08:49,00:07:18,46.63,43.11,158,120.49,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0
Yoga,2020-11-24 08:12:00,2020-11-24 08:32,00:20:29,96.0,72.0,109,85.47,0.0,0.0,4,0,0.0,0.0,0.0,0.0,0
Yoga,2020-11-24 08:11:00,2020-11-24 08:33,00:21:15,105.61,81.09,109,84.24,0.0,0.0,4,0,0.0,0.0,0.0,0.0,0
Functional Strength Training,2020-11-23 16:24:00,2020-11-23 16:54,00:30:00,210.06,152.0,156,129.67,0.0,0.0,659,0,0.0,0.0,0.0,0.0,0
High Intensity Interval Training,2020-11-23 16:24:00,2020-11-23 16:54,00:30:14,290.05,231.99,156,123.23,0.0,0.0,659,0,0.0,0.0,0.0,0.0,0
Yoga,2020-11-23 13:42:00,2020-11-23 14:02,00:20:00,113.78,71.0,130,105.85,0.0,0.0,20,0,0.0,0.0,0.0,0.0,0
Yoga,2020-11-23 13:42:00,2020-11-23 14:02,00:20:33,155.83,113.06,130,104.2,0.0,0.0,20,0,0.0,0.0,0.0,0.0,0
Walking,2020-11-23 11:42:00,2020-11-23 12:31,00:48:50,296.78,211.9,166,89.06,2.5,3.07,4729,0,0.0,0.0,0.0,0.0,0
Functional Strength Training,2020-11-21 17:26:00,2020-11-21 17:46,00:20:00,142.57,101.0,173,153.71,0.0,0.0,368,0,0.0,0.0,0.0,0.0,0
Functional Strength Training,2020-11-21 17:26:00,2020-11-21 17:46,00:19:45,186.32,144.75,173,145.44,0.0,0.0,368,0,0.0,0.0,0.0,0.0,0
Functional Strength Training,2020-11-21 17:03:00,2020-11-21 17:25,00:21:36,170.29,137.9,167,128.86,0.0,0.0,317,0,0.0,0.0,0.0,0.0,0
Cycling,2020-11-20 18:01:00,2020-11-20 18:09,00:08:07,83.27,59.02,173,161.21,1.78,13.17,1007,0,0.0,0.0,0.0,26.67,0
Yoga,2020-11-20 11:43:00,2020-11-20 12:13,00:30:00,150.27,112.0,130,99.4,0.0,0.0,12,0,0.0,0.0,0.0,0.0,0
Yoga,2020-11-20 11:42:00,2020-11-20 12:14,00:31:02,179.25,139.5,130,97.33,0.0,0.0,12,0,0.0,0.0,0.0,0.0,0
Cycling,2020-11-20 08:21:00,2020-11-20 08:30,00:09:08,91.53,65.62,173,154.01,1.81,11.93,0,0,0.0,0.0,0.0,40.91,0
Functional Strength Training,2020-11-19 12:07:00,2020-11-19 12:27,00:20:00,145.38,101.0,127,116.18,0.0,0.0,198,0,0.0,0.0,0.0,0.0,0
High Intensity Interval Training,2020-11-19 12:06:00,2020-11-19 12:27,00:20:08,182.35,137.97,127,110.74,0.0,0.0,198,0,0.0,0.0,0.0,0.0,0
Yoga,2020-11-19 11:41:00,2020-11-19 12:01,00:20:00,98.17,75.0,111,95.58,0.0,0.0,30,0,0.0,0.0,0.0,0.0,0
Yoga,2020-11-19 11:41:00,2020-11-19 12:02,00:20:56,122.11,98.04,133,101.3,0.0,0.0,30,0,0.0,0.0,0.0,0.0,0
Walking,2020-11-19 10:26:00,2020-11-19 10:57,00:31:00,260.5,201.05,170,106.03,2.08,4.03,2675,0,0.0,0.0,6.0,100.36,0
Yoga,2020-11-18 20:49:00,2020-11-18 21:18,00:29:16,217.96,162.66,148,104.16,0.0,0.0,49,0,0.0,0.0,0.0,0.0,0
Functional Strength Training,2020-11-18 17:06:00,2020-11-18 17:51,00:45:00,307.96,228.0,187,159.63,0.0,0.0,793,0,0.0,0.0,0.0,0.0,0
High Intensity Interval Training,2020-11-18 17:05:00,2020-11-18 17:50,00:44:52,550.45,470.49,187,153.32,0.0,0.0,793,0,0.0,0.0,0.0,0.0,0
Walking,2020-11-18 11:29:00,2020-11-18 12:22,00:52:44,313.77,220.23,108,91.82,2.87,3.26,5421,0,0.0,0.0,1.0,95.14,0
Yoga,2020-11-18 08:15:00,2020-11-18 08:25,00:10:00,66.23,38.0,100,98.54,0.0,0.0,193,0,0.0,0.0,0.0,0.0,0
Yoga,2020-11-18 08:15:00,2020-11-18 08:25,00:10:14,75.37,47.14,114,92.38,0.0,0.0,193,0,0.0,0.0,0.0,0.0,0
Cycling,2020-11-17 18:31:00,2020-11-17 18:41,00:09:46,100.47,72.59,169,144.39,1.79,11.02,580,0,0.0,0.0,0.0,35.93,0
Traditional Strength Training,2020-11-17 14:36:00,2020-11-17 15:26,00:49:56,506.94,420.34,169,134.76,0.0,0.0,842,0,0.0,0.0,0.0,0.0,0
High Intensity Interval Training,2020-11-17 14:28:00,2020-11-17 14:33,00:05:02,50.51,50.26,176,156.49,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0
Functional Strength Training,2020-11-17 08:41:00,2020-11-17 08:50,00:09:10,70.65,63.84,173,134.0,0.0,0.0,111,0,0.0,0.0,0.0,0.0,0
Cycling,2020-11-17 07:48:00,2020-11-17 07:57,00:08:49,70.6,64.26,169,161.25,1.82,12.36,779,0,0.0,0.0,0.0,40.49,0
Cycling,2020-11-16 20:29:00,2020-11-16 20:38,00:09:08,67.88,61.23,159,152.31,1.77,11.62,1152,0,0.0,0.0,0.0,31.99,0
Yoga,2020-11-16 10:36:00,2020-11-16 10:46,00:10:00,45.51,37.0,82,79.5,0.0,0.0,331,0,0.0,0.0,0.0,0.0,0
Yoga,2020-11-16 10:36:00,2020-11-16 10:46,00:10:15,66.16,50.03,117,94.43,0.0,0.0,331,0,0.0,0.0,0.0,0.0,0
Cycling,2020-11-16 07:57:00,2020-11-16 08:07,00:10:03,86.78,59.24,171,153.72,1.8,10.75,102,0,0.0,0.0,0.0,41.01,0
Yoga,2020-11-15 11:43:00,2020-11-15 12:03,00:20:30,92.94,69.0,113,95.59,0.0,0.0,215,0,0.0,0.0,0.0,0.0,0
Yoga,2020-11-15 11:42:00,2020-11-15 12:11,00:29:08,199.47,142.76,128,98.94,0.0,0.0,215,0,0.0,0.0,0.0,0.0,0
Walking,2020-11-15 11:05:00,2020-11-15 11:35,00:29:38,278.1,233.74,175,123.17,1.83,3.71,3231,0,0.0,0.0,0.0,0.0,0
Yoga,2020-11-14 11:08:00,2020-11-14 11:38,00:30:30,149.91,111.0,143,115.03,0.0,0.0,161,0,0.0,0.0,0.0,0.0,0
Yoga,2020-11-14 11:07:00,2020-11-14 11:38,00:31:09,214.29,155.51,147,115.06,0.0,0.0,161,0,0.0,0.0,0.0,0.0,0
Cycling,2020-11-13 19:42:00,2020-11-13 20:14,00:32:15,211.33,108.77,159,106.86,2.73,5.09,502,0,0.0,0.0,0.0,230.22,0
Cycling,2020-11-13 07:59:00,2020-11-13 08:08,00:09:34,59.89,53.59,158,135.71,1.84,11.56,836,0,0.0,0.0,0.0,40.19,0
Cycling,2020-11-12 18:40:00,2020-11-12 18:49,00:09:25,93.91,68.35,158,133.31,1.79,11.44,164,0,0.0,0.0,0.0,33.79,0
Cycling,2020-11-12 07:53:00,2020-11-12 08:03,00:10:26,79.99,51.33,165,141.51,1.82,10.45,948,0,0.0,0.0,0.0,34.74,0
Cycling,2020-11-11 19:00:00,2020-11-11 19:07,00:07:42,94.74,68.97,175,162.9,1.79,13.94,545,0,0.0,0.0,0.0,27.99,0
Traditional Strength Training,2020-11-11 16:46:00,2020-11-11 17:32,00:46:21,521.5,440.7,171,142.87,0.0,0.0,573,0,0.0,0.0,0.0,0.0,0
High Intensity Interval Training,2020-11-11 16:37:00,2020-11-11 16:42,00:05:01,54.95,47.27,185,149.92,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0
Functional Strength Training,2020-11-11 14:36:00,2020-11-11 14:46,00:10:00,79.33,51.0,109,103.03,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0
Functional Strength Training,2020-11-11 14:35:00,2020-11-11 14:45,00:10:10,69.0,40.67,116,104.49,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0
Walking,2020-11-11 14:14:00,2020-11-11 14:34,00:19:24,206.46,184.89,164,142.89,1.01,3.11,1172,0,0.0,0.0,0.0,0.0,0
Cycling,2020-11-11 07:43:00,2020-11-11 07:52,00:09:16,90.27,63.87,169,149.07,1.81,11.73,917,0,0.0,0.0,0.0,40.94,0
Cycling,2020-11-10 17:14:00,2020-11-10 17:21,00:07:03,77.22,73.5,174,151.34,1.78,15.16,0,0,0.0,0.0,0.0,38.22,0
Rowing,2020-11-10 16:41:00,2020-11-10 16:44,00:03:15,55.03,29.06,130,114.44,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0
Cycling,2020-11-10 08:31:00,2020-11-10 08:39,00:07:55,80.69,76.23,165,137.96,1.85,14.0,70,0,0.0,0.0,0.0,43.64,0
Functional Strength Training,2020-11-09 18:50:00,2020-11-09 19:20,00:30:00,210.84,152.0,172,147.72,0.0,0.0,438,0,0.0,0.0,0.0,0.0,0
High Intensity Interval Training,2020-11-09 18:49:00,2020-11-09 19:19,00:30:08,338.81,279.97,172,139.9,0.0,0.0,438,0,0.0,0.0,0.0,0.0,0
Yoga,2020-11-09 10:39:00,2020-11-09 10:59,00:20:00,99.3,76.0,106,78.57,0.0,0.0,162,0,0.0,0.0,0.0,0.0,0
Yoga,2020-11-09 10:38:00,2020-11-09 10:59,00:20:46,120.83,76.64,106,82.28,0.0,0.0,162,0,0.0,0.0,0.0,0.0,0
Walking,2020-11-09 07:46:00,2020-11-09 08:20,00:34:26,217.64,154.47,104,91.89,2.1,3.66,3707,0,0.0,0.0,0.0,77.1,0
Yoga,2020-11-08 20:50:00,2020-11-08 21:14,00:24:27,156.14,106.34,108,86.56,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0
Yoga,2020-11-07 13:02:00,2020-11-07 13:12,00:10:00,49.82,36.0,107,97.97,0.0,0.0,59,0,0.0,0.0,0.0,0.0,0
Yoga,2020-11-07 13:01:00,2020-11-07 13:12,00:10:27,70.91,57.09,114,98.28,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0
Cycling,2020-11-06 17:40:00,2020-11-06 17:49,00:09:33,95.2,69.67,154,133.74,1.79,11.29,388,0,0.0,0.0,0.0,30.28,0
Cycling,2020-11-06 08:36:00,2020-11-06 08:43,00:07:07,76.19,73.12,157,132.44,1.81,15.2,189,0,0.0,0.0,0.0,30.74,0
Yoga,2020-11-05 18:01:00,2020-11-05 18:16,00:15:19,132.74,98.58,146,120.37,0.0,0.0,38,0,0.0,0.0,0.0,0.0,0
Functional Strength Training,2020-11-05 17:07:00,2020-11-05 17:52,00:45:00,288.74,228.0,187,164.49,0.0,0.0,1214,0,0.0,0.0,0.0,0.0,0
High Intensity Interval Training,2020-11-05 17:07:00,2020-11-05 17:52,00:45:10,554.79,494.31,187,158.48,0.0,0.0,1214,0,0.0,0.0,0.0,0.0,0
Walking,2020-11-05 12:36:00,2020-11-05 13:13,00:36:11,290.01,215.8,133,107.72,2.23,3.71,4330,0,0.0,0.0,1.0,79.36,0
Yoga,2020-11-04 18:12:00,2020-11-04 18:33,00:21:18,176.09,132.73,173,132.44,0.0,0.0,234,0,0.0,0.0,0.0,0.0,0
Functional Strength Training,2020-11-04 18:07:00,2020-11-04 18:11,00:03:41,27.99,22.29,157,129.99,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0
Walking,2020-11-04 17:52:00,2020-11-04 18:06,00:13:47,152.64,139.45,175,157.88,0.816,3.55,680,0,0.0,0.0,0.0,0.0,0
Yoga,2020-11-03 19:28:00,2020-11-03 20:02,00:34:28,284.6,222.52,164,134.27,0.0,0.0,64,0,0.0,0.0,0.0,0.0,0
Functional Strength Training,2020-11-03 18:26:00,2020-11-03 18:46,00:20:00,144.96,101.0,151,105.57,0.0,0.0,167,0,0.0,0.0,0.0,0.0,0
Functional Strength Training,2020-11-03 18:26:00,2020-11-03 18:46,00:20:21,112.96,68.99,151,101.12,0.0,0.0,167,0,0.0,0.0,0.0,0.0,0
Walking,2020-11-03 17:50:00,2020-11-03 18:20,00:30:00,286.13,248.82,161,141.59,1.56,3.12,2892,0,0.0,0.0,0.0,0.0,0
Yoga,2020-11-03 09:04:00,2020-11-03 09:14,00:10:00,65.43,40.0,97,90.96,0.0,0.0,12,0,0.0,0.0,0.0,0.0,0
Yoga,2020-11-03 09:03:00,2020-11-03 09:13,00:10:00,69.09,43.66,104,87.07,0.0,0.0,12,0,0.0,0.0,0.0,0.0,0
Yoga,2020-11-02 19:15:00,2020-11-02 19:32,00:16:49,127.81,91.04,132,102.71,0.0,0.0,4,0,0.0,0.0,0.0,0.0,0
Walking,2020-11-02 18:22:00,2020-11-02 18:37,00:15:35,196.02,158.79,165,151.39,0.809,3.11,1032,0,0.0,0.0,0.0,0.0,0
Functional Strength Training,2020-11-02 17:48:00,2020-11-02 18:18,00:30:00,189.5,152.0,180,153.25,0.0,0.0,416,0,0.0,0.0,0.0,0.0,0
High Intensity Interval Training,2020-11-02 17:48:00,2020-11-02 18:18,00:30:05,330.6,293.36,180,146.17,0.0,0.0,416,0,0.0,0.0,0.0,0.0,0
Traditional Strength Training,2020-11-02 17:35:00,2020-11-02 17:46,00:11:06,75.67,66.47,151,119.89,0.0,0.0,183,0,0.0,0.0,0.0,0.0,0
Functional Strength Training,2020-11-02 08:32:00,2020-11-02 08:36,00:03:45,48.68,26.03,170,141.28,0.0,0.0,336,0,0.0,0.0,0.0,0.0,0
Yoga,2020-11-02 08:22:00,2020-11-02 08:32,00:10:00,46.19,38.0,129,104.44,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0
Yoga,2020-11-02 08:22:00,2020-11-02 08:32,00:10:16,49.91,41.97,129,104.35,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0
Walking,2020-11-02 07:36:00,2020-11-02 08:08,00:32:19,206.63,166.05,125,106.05,2.08,3.86,3145,0,0.0,0.0,0.0,73.03,0
Yoga,2020-11-01 09:04:00,2020-11-01 09:34,00:30:00,144.08,107.0,126,90.64,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0
Yoga,2020-11-01 09:04:00,2020-11-01 09:34,00:30:17,180.31,121.81,126,87.69,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0
Walking,2020-10-31 10:53:00,2020-10-31 11:58,01:04:51,327.66,239.21,113,92.72,2.65,2.45,5183,0,0.0,0.0,1.0,215.06,0
Functional Strength Training,2020-10-31 10:08:00,2020-10-31 10:28,00:20:00,145.41,101.0,176,163.61,0.0,0.0,751,0,0.0,0.0,0.0,0.0,0
Functional Strength Training,2020-10-31 10:07:00,2020-10-31 10:27,00:20:30,211.76,167.34,176,146.31,0.0,0.0,751,0,0.0,0.0,0.0,0.0,0
Yoga,2020-10-30 17:17:00,2020-10-30 17:37,00:20:00,92.06,69.0,125,104.38,0.0,0.0,14,0,0.0,0.0,0.0,0.0,0
Yoga,2020-10-30 17:17:00,2020-10-30 17:37,00:20:08,139.76,116.69,140,106.03,0.0,0.0,14,0,0.0,0.0,0.0,0.0,0
Walking,2020-10-30 12:47:00,2020-10-30 13:10,00:23:44,243.26,195.57,151,132.52,1.26,3.18,1991,0,0.0,0.0,0.0,0.0,0
Cycling,2020-10-29 18:58:00,2020-10-29 19:08,00:10:08,75.18,67.68,165,151.46,1.8,10.64,746,0,0.0,0.0,0.0,37.76,0
Functional Strength Training,2020-10-29 17:25:00,2020-10-29 18:10,00:45:30,305.09,228.0,172,142.28,0.0,0.0,877,0,0.0,0.0,0.0,0.0,0
High Intensity Interval Training,2020-10-29 17:24:00,2020-10-29 18:10,00:45:46,484.72,407.63,172,136.6,0.0,0.0,877,0,0.0,0.0,0.0,0.0,0
Rowing,2020-10-29 17:13:00,2020-10-29 17:23,00:10:10,93.19,85.45,151,113.82,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0
Cycling,2020-10-29 08:21:00,2020-10-29 08:30,00:09:01,90.0,64.05,165,145.17,1.8,11.97,238,0,0.0,0.0,0.0,42.19,0
Rowing,2020-10-28 18:33:00,2020-10-28 18:34,00:01:02,30.6,7.93,158,141.42,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0
Cycling,2020-10-27 18:24:00,2020-10-27 18:34,00:09:34,70.51,63.54,162,141.83,1.81,11.34,1033,0,0.0,0.0,0.0,39.47,0
Functional Strength Training,2020-10-27 17:01:00,2020-10-27 17:02,00:01:00,5.0,5.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0
Functional Strength Training,2020-10-27 17:00:00,2020-10-27 17:21,00:20:53,75.36,33.04,133,80.77,0.0,0.0,59,0,0.0,0.0,0.0,0.0,0
Yoga,2020-10-27 16:34:00,2020-10-27 16:54,00:20:00,96.81,74.0,131,102.22,0.0,0.0,32,0,0.0,0.0,0.0,0.0,0
Yoga,2020-10-27 16:34:00,2020-10-27 16:54,00:20:35,141.4,118.21,140,109.44,0.0,0.0,32,0,0.0,0.0,0.0,0.0,0
Rowing,2020-10-27 16:23:00,2020-10-27 16:30,00:07:03,70.35,67.21,149,138.2,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0
Cycling,2020-10-27 08:16:00,2020-10-27 08:25,00:08:53,67.78,61.71,164,145.08,1.81,12.19,1002,0,0.0,0.0,0.0,35.47,0
Cycling,2020-10-26 19:17:00,2020-10-26 19:26,00:08:33,84.4,68.75,170,153.37,1.79,12.58,983,0,0.0,0.0,0.0,34.28,0
Traditional Strength Training,2020-10-26 18:05:00,2020-10-26 19:05,01:00:19,565.3,483.56,173,132.51,0.0,0.0,983,0,0.0,0.0,0.0,0.0,0
High Intensity Interval Training,2020-10-26 17:57:00,2020-10-26 18:02,00:05:04,54.13,53.88,189,168.83,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0
Walking,2020-10-26 12:20:00,2020-10-26 12:40,00:20:00,222.15,181.09,161,139.61,1.01,3.04,1483,0,0.0,0.0,0.0,0.0,0
Rowing,2020-10-26 08:31:00,2020-10-26 08:39,00:07:58,79.14,66.54,175,132.62,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0
Cycling,2020-10-26 08:08:00,2020-10-26 08:16,00:07:56,91.23,66.24,162,144.31,1.8,13.63,1095,0,0.0,0.0,0.0,49.8,0
Cycling,2020-10-23 17:24:00,2020-10-23 17:30,00:06:58,99.24,91.33,171,150.53,1.79,15.42,573,0,0.0,0.0,0.0,49.84,0
Cycling,2020-10-23 08:17:00,2020-10-23 08:23,00:05:47,84.58,63.93,142,128.55,1.66,17.26,861,0,0.0,0.0,0.0,28.87,0
Cycling,2020-10-22 19:00:00,2020-10-22 19:10,00:09:43,69.97,55.98,157,137.58,1.81,11.2,45,0,0.0,0.0,0.0,29.63,0
Functional Strength Training,2020-10-22 17:32:00,2020-10-22 18:34,01:01:40,497.05,412.57,170,128.77,0.0,0.0,1221,0,0.0,0.0,0.0,0.0,0
Rowing,2020-10-22 17:16:00,2020-10-22 17:26,00:10:06,102.39,94.71,143,127.15,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0
Functional Strength Training,2020-10-21 17:50:00,2020-10-21 18:00,00:10:00,78.63,51.0,123,120.11,0.0,0.0,229,0,0.0,0.0,0.0,0.0,0
Functional Strength Training,2020-10-21 17:49:00,2020-10-21 18:00,00:10:25,92.68,65.06,145,124.78,0.0,0.0,229,0,0.0,0.0,0.0,0.0,0
Functional Strength Training,2020-10-21 17:27:00,2020-10-21 17:47,00:20:00,124.52,101.0,155,124.92,0.0,0.0,185,0,0.0,0.0,0.0,0.0,0
Functional Strength Training,2020-10-21 17:26:00,2020-10-21 17:46,00:20:26,125.45,102.35,155,120.46,0.0,0.0,185,0,0.0,0.0,0.0,0.0,0
Walking,2020-10-21 14:00:00,2020-10-21 14:22,00:21:23,196.74,152.88,152,131.37,1.02,2.86,2004,0,0.0,0.0,0.0,0.0,0
Yoga,2020-10-21 08:32:00,2020-10-21 08:52,00:20:00,93.62,71.0,100,84.86,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0
